Constituent#,Name,Amplitude,Phase,Speed
1,M2,2.189,19.0,28.9841042
2,S2,0.420,43.3,30.0000000
3,N2,0.507,0.0,28.4397295
4,K1,0.333,179.6,15.0410686
5,M4,0.082,258.2,57.9682084
6,O1,0.169,176.3,13.9430356
7,M6,0.084,151.2,86.9523127
8,MK3,0.026,71.6,44.0251729
9,S4,0.034,18.8,60.0000000
10,MN4,0.038,262.7,57.4238337
11,NU2,0.086,357.8,28.5125831
12,S6,0.000,0.0,90.0000000
13,MU2,0.070,10.0,27.9682084
14,2N2,0.067,347.7,27.8953548
15,OO1,0.015,220.1,16.1391017
16,LAM2,0.025,25.0,29.4556253
17,S1,0.044,128.0,15.0000000
18,M1,0.011,229.8,14.4966939
19,J1,0.015,211.3,15.5854433
20,MM,0.000,0.0,0.5443747
21,SSA,0.098,47.4,0.0821373
22,SA,0.230,129.9,0.0410686
23,MSF,0.000,0.0,1.0158958
24,MF,0.000,0.0,1.0980331
25,RHO,0.006,174.9,13.4715145
26,Q1,0.035,190.7,13.3986609
27,T2,0.037,30.5,29.9589333
28,R2,0.003,44.4,30.0410667
29,2Q1,0.004,172.9,12.8542862
30,P1,0.102,183.9,14.9589314
31,2SM2,0.000,0.0,31.0158958
32,M3,0.032,68.0,43.4761563
33,L2,0.081,27.8,29.5284789
34,2MK3,0.027,49.3,42.9271398
35,K2,0.116,43.9,30.0821373
36,M8,0.014,326.7,115.9364166
37,MS4,0.050,247.2,58.9841042
