Constituent#,Name,Amplitude,Phase,Speed
1,M2,4.372,27.7,28.9841042
2,S2,1.056,57.6,30.0000000
3,N2,0.808,4.2,28.4397295
4,K1,2.922,287.5,15.0410686
5,M4,0.090,331.3,57.9682084
6,O1,1.508,260.5,13.9430356
7,M6,0.036,117.3,86.9523127
8,MK3,0.000,0.0,44.0251729
9,S4,0.003,11.4,60.0000000
10,MN4,0.000,0.0,57.4238337
11,NU2,0.157,7.4,28.5125831
12,S6,0.003,233.6,90.0000000
13,MU2,0.105,358.0,27.9682084
14,2N2,0.106,340.7,27.8953548
15,OO1,0.064,314.5,16.1391017
16,LAM2,0.030,41.6,29.4556253
17,S1,0.000,0.0,15.0000000
18,M1,0.107,274.1,14.4966939
19,J1,0.120,300.9,15.5854433
20,MM,0.000,0.0,0.5443747
21,SSA,0.108,231.1,0.0821373
22,SA,0.253,292.9,0.0410686
23,MSF,0.000,0.0,1.0158958
24,MF,0.072,140.5,1.0980331
25,RHO,0.057,248.9,13.4715145
26,Q1,0.292,247.1,13.3986609
27,T2,0.062,56.4,29.9589333
28,R2,0.010,58.8,30.0410667
29,2Q1,0.039,233.7,12.8542862
30,P1,0.966,285.5,14.9589314
31,2SM2,0.000,0.0,31.0158958
32,M3,0.000,0.0,43.4761563
33,L2,0.121,51.4,29.5284789
34,2MK3,0.000,0.0,42.9271398
35,K2,0.287,60.1,30.0821373
36,M8,0.007,302.5,115.9364166
37,MS4,0.000,0.0,58.9841042
