Constituent#,Name,Amplitude,Phase,Speed
1,M2,2.723,164.8,28.984104
2,S2,0.203,301.8,30
3,N2,0.607,101,28.43973
4,K1,1.88,98.6,15.041069
5,M4,0.121,16.6,57.96821
6,O1,1.293,67.5,13.943035
7,M6,0.059,170.7,86.95232
8,MK3,0,0,44.025173
9,S4,0.013,97.6,60
10,MN4,0,0,57.423832
11,NU2,0.118,109.5,28.512583
12,S6,0.003,54.3,90
13,MU2,0.056,62.9,27.968208
14,2N2,0.082,37.3,27.895355
15,OO1,0.056,129.7,16.139101
16,LAM2,0.02,229,29.455626
17,S1,0,0,15
18,M1,0.092,83.2,14.496694
19,J1,0.102,114,15.5854435
20,MM,0,0,0.5443747
21,SSA,0,0,0.0821373
22,SA,0,0,0.0410686
23,MSF,0,0,1.0158958
24,MF,0,0,1.0980331
25,RHO,0.049,54.1,13.471515
26,Q1,0.249,52.1,13.398661
27,T2,0.013,296.4,29.958933
28,R2,0,306.3,30.041067
29,2Q1,0.033,36.6,12.854286
30,P1,0.623,96.3,14.958931
31,2SM2,0,0,31.015896
32,M3,0,0,43.47616
33,L2,0.075,228.6,29.528479
34,2MK3,0,0,42.92714
35,K2,0.052,312.8,30.082138
36,M8,0.007,13.5,115.93642
37,MS4,0,0,58.984104
