Constituent#,Name,Amplitude,Phase,Speed
1,M2,4.572,287.7,28.9841042
2,S2,1.571,320.4,30.0000000
3,N2,0.940,263.1,28.4397295
4,K1,1.640,272.0,15.0410686
5,M4,0.153,19.4,57.9682084
6,O1,0.993,256.0,13.9430356
7,M6,0.011,197.6,86.9523127
8,MK3,0.000,0.0,44.0251729
9,S4,0.038,351.1,60.0000000
10,MN4,0.040,338.4,57.4238337
11,NU2,0.178,267.6,28.5125831
12,S6,0.000,0.0,90.0000000
13,MU2,0.108,244.4,27.9682084
14,2N2,0.110,237.9,27.8953548
15,OO1,0.053,298.1,16.1391017
16,LAM2,0.029,303.5,29.4556253
17,S1,0.019,359.1,15.0000000
18,M1,0.053,286.8,14.4966939
19,J1,0.094,282.2,15.5854433
20,MM,0.000,0.0,0.5443747
21,SSA,0.000,0.0,0.0821373
22,SA,0.366,243.1,0.0410686
23,MSF,0.000,0.0,1.0158958
24,MF,0.086,176.5,1.0980331
25,RHO,0.031,251.8,13.4715145
26,Q1,0.175,249.4,13.3986609
27,T2,0.092,306.2,29.9589333
28,R2,0.021,9.6,30.0410667
29,2Q1,0.022,249.6,12.8542862
30,P1,0.530,269.7,14.9589314
31,2SM2,0.010,136.1,31.0158958
32,M3,0.023,273.6,43.4761563
33,L2,0.101,300.1,29.5284789
34,2MK3,0.000,0.0,42.9271398
35,K2,0.430,313.8,30.0821373
36,M8,0.000,0.0,115.9364166
37,MS4,0.115,103.4,58.9841042
