Constituent#,Name,Amplitude,Phase,Speed
1,M2,2.215,328.2,28.9841042
2,S2,0.736,353.6,30.0000000
3,N2,0.488,303.9,28.4397295
4,K1,1.360,284.3,15.0410686
5,M4,0.005,45.6,57.9682084
6,O1,0.866,269.9,13.9430356
7,M6,0.046,133.9,86.9523127
8,MK3,0.005,47.7,44.0251729
9,S4,0.008,207.2,60.0000000
10,MN4,0.003,359.9,57.4238337
11,NU2,0.095,308.7,28.5125831
12,S6,0.003,175.6,90.0000000
13,MU2,0.060,277.3,27.9682084
14,2N2,0.062,276.4,27.8953548
15,OO1,0.042,311.0,16.1391017
16,LAM2,0.013,343.0,29.4556253
17,S1,0.041,69.0,15.0000000
18,M1,0.048,300.5,14.4966939
19,J1,0.075,294.7,15.5854433
20,MM,0.000,0.0,0.5443747
21,SSA,0.000,0.0,0.0821373
22,SA,0.350,258.6,0.0410686
23,MSF,0.000,0.0,1.0158958
24,MF,0.095,170.0,1.0980331
25,RHO,0.027,256.6,13.4715145
26,Q1,0.161,264.9,13.3986609
27,T2,0.046,343.7,29.9589333
28,R2,0.005,295.9,30.0410667
29,2Q1,0.020,270.9,12.8542862
30,P1,0.423,279.8,14.9589314
31,2SM2,0.004,171.1,31.0158958
32,M3,0.008,229.0,43.4761563
33,L2,0.052,337.5,29.5284789
34,2MK3,0.007,0.9,42.9271398
35,K2,0.200,346.1,30.0821373
36,M8,0.004,262.0,115.9364166
37,MS4,0.001,230.2,58.9841042
