Constituent#,Name,Amplitude,Phase,Speed
1,M2,1.633,156.4,28.9841042
2,S2,0.581,150.8,30.0000000
3,N2,0.383,133.2,28.4397295
4,K1,1.161,212.4,15.0410686
5,M4,0.008,288.8,57.9682084
6,O1,0.735,197.2,13.9430356
7,M6,0.001,271.3,86.9523127
8,MK3,0.002,246.2,44.0251729
9,S4,0.004,286.2,60.0000000
10,MN4,0.004,239.9,57.4238337
11,NU2,0.072,140.1,28.5125831
12,S6,0.002,73.5,90.0000000
13,MU2,0.051,94.8,27.9682084
14,2N2,0.049,104.2,27.8953548
15,OO1,0.036,241.2,16.1391017
16,LAM2,0.007,177.7,29.4556253
17,S1,0.025,307.9,15.0000000
18,M1,0.040,220.7,14.4966939
19,J1,0.068,226.2,15.5854433
20,MM,0.000,0.0,0.5443747
21,SSA,0.000,0.0,0.0821373
22,SA,0.241,176.0,0.0410686
23,MSF,0.000,0.0,1.0158958
24,MF,0.021,158.4,1.0980331
25,RHO,0.025,189.1,13.4715145
26,Q1,0.133,189.4,13.3986609
27,T2,0.032,139.5,29.9589333
28,R2,0.006,113.3,30.0410667
29,2Q1,0.014,185.6,12.8542862
30,P1,0.367,207.5,14.9589314
31,2SM2,0.005,336.3,31.0158958
32,M3,0.011,1.8,43.4761563
33,L2,0.021,167.2,29.5284789
34,2MK3,0.003,146.8,42.9271398
35,K2,0.168,143.1,30.0821373
36,M8,0.003,295.0,115.9364166
37,MS4,0.003,292.0,58.9841042
