Constituent#,Name,Amplitude,Phase,Speed
1,M2,4.157,211,28.984104
2,S2,0.322,88,30
3,N2,0.869,140.6,28.43973
4,K1,2.182,121,15.041069
5,M4,0.079,284,57.96821
6,O1,1.427,85.2,13.943035
7,M6,0.102,323.3,86.95232
8,MK3,0.207,220,44.025173
9,S4,0.007,192.3,60
10,MN4,0.052,191.3,57.423832
11,NU2,0.233,172.3,28.512583
12,S6,0.003,215.8,90
13,MU2,0.102,1.3,27.968208
14,2N2,0.171,115.3,27.895355
15,OO1,0.059,181.2,16.139101
16,LAM2,0.112,277.1,29.455626
17,S1,0.089,255.3,15
18,M1,0.085,159.4,14.496694
19,J1,0.052,57.1,15.5854435
20,MM,0,0,0.5443747
21,SSA,0,0,0.0821373
22,SA,0,0,0.0410686
23,MSF,0,0,1.0158958
24,MF,0,0,1.0980331
25,RHO,0.069,76.7,13.471515
26,Q1,0.272,82.7,13.398661
27,T2,0.197,78.9,29.958933
28,R2,0.331,298.9,30.041067
29,2Q1,0.056,119.6,12.854286
30,P1,0.666,110.4,14.958931
31,2SM2,0.016,108.5,31.015896
32,M3,0.089,109.7,43.47616
33,L2,0.423,275.8,29.528479
34,2MK3,0.157,154.5,42.92714
35,K2,0.128,292.2,30.082138
36,M8,0.007,333.2,115.93642
37,MS4,0.033,76,58.984104
