Constituent#,Name,Amplitude,Phase,Speed
1,M2,0.035,163.7,28.9841042
2,S2,0.027,148.8,30.0000000
3,N2,0.011,216.0,28.4397295
4,K1,0.410,49.2,15.0410686
5,M4,0.008,35.1,57.9682084
6,O1,0.365,39.0,13.9430356
7,M6,0.003,130.3,86.9523127
8,MK3,0.000,0.0,44.0251729
9,S4,0.003,72.4,60.0000000
10,MN4,0.000,0.0,57.4238337
11,NU2,0.002,217.8,28.5125831
12,S6,0.002,50.4,90.0000000
13,MU2,0.001,155.1,27.9682084
14,2N2,0.002,227.9,27.8953548
15,OO1,0.015,57.2,16.1391017
16,LAM2,0.000,0.0,29.4556253
17,S1,0.000,0.0,15.0000000
18,M1,0.021,46.1,14.4966939
19,J1,0.025,57.2,15.5854433
20,MM,0.000,0.0,0.5443747
21,SSA,0.000,0.0,0.0821373
22,SA,0.000,0.0,0.0410686
23,MSF,0.000,0.0,1.0158958
24,MF,0.000,0.0,1.0980331
25,RHO,0.013,22.9,13.4715145
26,Q1,0.076,32.1,13.3986609
27,T2,0.003,166.3,29.9589333
28,R2,0.001,274.6,30.0410667
29,2Q1,0.010,29.6,12.8542862
30,P1,0.134,51.4,14.9589314
31,2SM2,0.000,0.0,31.0158958
32,M3,0.000,0.0,43.4761563
33,L2,0.001,197.0,29.5284789
34,2MK3,0.000,0.0,42.9271398
35,K2,0.009,163.8,30.0821373
36,M8,0.001,68.2,115.9364166
37,MS4,0.000,0.0,58.9841042
